"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-05-11 ~ 2025-05-10"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"967","서울특별시 용산구 보광동","2**","단독","8m미만","58.84","109.00","202501","31","320,000","개인","개인","1967","보광로7길","-","중개거래","서울 용산구"
"968","서울특별시 강북구 번동","4**","다가구","8m미만","179.60","112.70","202501","31","85,000","개인","개인","1997","덕릉로52길","-","중개거래","서울 도봉구"
"969","서울특별시 동대문구 이문동","8*","단독","8m미만","62.81","83.00","202501","31","100,000","개인","개인","1968","휘경로17길","-","중개거래","서울 동대문구"
"970","서울특별시 서대문구 북가좌동","*","다가구","8m미만","449.84","175.00","202501","31","135,000","개인","개인","2016","증가로20나길","-","중개거래","서울 은평구"
"971","서울특별시 중구 중림동","3**","단독","8m미만","85.77","122.30","202501","31","214,600","법인","개인","1932","중림로8길","-","직거래","-"
"972","서울특별시 용산구 보광동","2**","단독","25m미만","643.57","352.00","202501","31","970,000","개인","개인","1961","보광로21길","-","중개거래","서울 용산구"
"973","서울특별시 구로구 구로동","7**","다가구","8m미만","89.25","69.00","202501","31","22,050","개인","개인","1992","구로동로13길","-","직거래","-"
"974","서울특별시 동대문구 회기동","1**","다가구","8m미만","198.71","122.00","202501","30","89,000","개인","개인","1991","회기로14길","-","중개거래","서울 동대문구"
"975","서울특별시 용산구 이태원동","2*","다가구","25m미만","145.65","102.00","202501","30","355,000","개인","개인","1992","우사단로","-","중개거래","서울 용산구"
"976","서울특별시 구로구 고척동","2**","단독","8m미만","166.68","116.00","202501","27","26,100","개인","개인","1989","중앙로15길","20250226","직거래","-"
"977","서울특별시 중랑구 면목동","6**","단독","8m미만","62.11","91.60","202501","26","48,000","개인","개인","1970","사가정로46길","-","중개거래","서울 중랑구"
"978","서울특별시 성북구 삼선동5가","1**","다가구","8m미만","112.44","70.40","202501","25","42,000","개인","개인","1996","보문로29길","-","중개거래","서울 성북구"
"979","서울특별시 성북구 종암동","8*","단독","8m미만","68.36","116.00","202501","25","59,000","개인","개인","1961","종암로21길","20250416","중개거래","서울 성북구"
"980","서울특별시 성북구 종암동","8*","단독","8m미만","68.36","116.00","202501","25","59,000","개인","개인","1961","종암로21길","-","중개거래","서울 성북구"
"981","서울특별시 동작구 노량진동","2**","단독","8m미만","494.83","214.00","202501","25","225,000","개인","개인","1991","장승배기로16길","-","중개거래","서울 동작구"
"982","서울특별시 동대문구 제기동","8**","단독","8m미만","18.62","37.40","202501","25","17,500","개인","개인","1985","약령서길","-","중개거래","서울 동대문구"
"983","서울특별시 동대문구 용두동","3*","단독","8m미만","151.37","116.40","202501","25","123,235","법인","개인","1976","천호대로37길","-","중개거래","서울 동대문구"
"984","서울특별시 동대문구 휘경동","3**","단독","8m미만","67.86","106.00","202501","25","49,000","개인","개인","1985","이문로","20250207","중개거래","서울 동대문구"
"985","서울특별시 용산구 원효로2가","8*","단독","8m미만","541.44","288.40","202501","24","510,620","법인","개인","1988","새창로35길","-","중개거래","서울 용산구"
"986","서울특별시 강북구 미아동","4**","단독","8m미만","53.12","83.00","202501","24","76,000","개인","개인","1966","숭인로7나길","-","중개거래","서울 강북구"
"987","서울특별시 서대문구 북가좌동","3**","단독","8m미만","126.93","86.70","202501","24","78,000","개인","개인","1982","거북골로21길","-","중개거래","서울 은평구"
"988","서울특별시 광진구 자양동","6**","단독","8m미만","196.74","140.60","202501","24","361,518","기타","개인","1977","자양로2길","-","직거래","-"
"989","서울특별시 광진구 자양동","6**","다가구","8m미만","142.83","99.90","202501","24","293,132","기타","개인","1992","자양로2길","-","직거래","-"
"990","서울특별시 용산구 동자동","1*","단독","8m미만","222.42","150.40","202501","24","180,000","개인","개인","1986","한강대로104마길","-","중개거래","서울 용산구"
"991","서울특별시 성북구 장위동","7*","단독","8m미만","78.02","119.00","202501","24","59,000","개인","개인","1967","장위로33길","-","중개거래","서울 성북구"
"992","서울특별시 중랑구 면목동","2**","다가구","8m미만","148.27","89.00","202501","24","70,000","개인","개인","1995","면목로84나길","-","중개거래","서울 중랑구"
"993","서울특별시 성북구 성북동1가","1**","단독","8m미만","999.18","1026.40","202501","24","800,000","법인","법인","1993","창경궁로35다길","-","직거래","-"
"994","서울특별시 동작구 노량진동","2**","단독","8m미만","134.85","96.00","202501","23","164,000","개인","개인","1990","노량진로8나길","-","중개거래","서울 동작구, 서울 영등포구"
"995","서울특별시 용산구 서계동","2**","단독","8m미만","151.55","122.30","202501","23","103,100","개인","개인","1982","만리재로28길","-","중개거래","서울 용산구"
"996","서울특별시 강북구 미아동","7**","다가구","8m미만","102.18","69.00","202501","23","39,000","개인","개인","1995","삼양로64길","-","중개거래","서울 노원구"
"997","서울특별시 구로구 구로동","8**","단독","8m미만","13.22","41.00","202501","23","20,300","개인","개인","1900","도림로","-","중개거래","서울 구로구"
"998","서울특별시 구로구 가리봉동","1**","단독","8m미만","107.84","99.80","202501","22","45,000","기타","개인","1985","우마3길","20250203","중개거래","서울 구로구"
"999","서울특별시 강북구 우이동","1**","단독","8m미만","72.73","66.00","202501","22","31,500","개인","개인","1967","삼양로155나길","-","중개거래","서울 강북구"
"1000","서울특별시 성동구 성수동1가","4**","단독","8m미만","48.20","73.00","202501","22","185,000","개인","개인","1986","둘레3가길","-","직거래","-"
"1001","서울특별시 은평구 증산동","1**","단독","8m미만","128.30","198.00","202501","22","100,000","개인","개인","1976","증산로13가길","-","직거래","-"
"1002","서울특별시 구로구 가리봉동","1**","단독","8m미만","107.84","99.80","202501","22","45,000","기타","개인","1985","우마3길","-","중개거래","서울 구로구"
"1003","서울특별시 마포구 연남동","5**","다가구","8m미만","360.09","158.70","202501","22","198,000","법인","개인","1997","연남로1길","20250410","중개거래","서울 마포구"
"1004","서울특별시 마포구 연남동","5**","다가구","8m미만","360.09","158.70","202501","22","198,000","법인","개인","1997","연남로1길","-","중개거래","서울 마포구"
"1005","서울특별시 동대문구 장안동","1**","다가구","8m미만","157.39","96.00","202501","22","55,800","개인","개인","1995","한천로24길","-","중개거래","서울 동대문구"
"1006","서울특별시 송파구 풍납동","4**","단독","8m미만","206.58","129.00","202501","21","136,500","개인","개인","1989","풍성로27길","-","중개거래","서울 송파구"
"1007","서울특별시 영등포구 신길동","4***","다가구","8m미만","136.08","100.00","202501","21","74,300","개인","개인","1990","신길로8길","-","중개거래","서울 동작구, 서울 영등포구"
"1008","서울특별시 중구 남산동2가","3*","단독","8m미만","189.48","79.30","202501","21","160,000","개인","개인","","퇴계로20나길","-","중개거래","서울 중구"
"1009","서울특별시 관악구 신림동","1***","단독","8m미만","178.83","119.50","202501","21","90,000","법인","개인","1990","문성로27길","-","중개거래","서울 관악구"
"1010","서울특별시 관악구 신림동","1***","단독","8m미만","178.65","193.20","202501","21","145,000","법인","개인","1976","문성로27길","-","중개거래","서울 관악구"
"1011","서울특별시 영등포구 대림동","7**","단독","12m미만","705.20","284.30","202501","21","263,000","법인","개인","1990","대림로35나길","-","중개거래","서울 영등포구"
"1012","서울특별시 용산구 이태원동","2*","다가구","8m미만","194.82","119.00","202501","21","289,000","개인","개인","1990","보광로50길","-","중개거래","서울 광진구, 서울 용산구"
"1013","서울특별시 마포구 마포동","3**","다가구","8m미만","255.96","158.70","202501","21","125,000","개인","개인","2008","마포대로4다길","-","중개거래","서울 마포구"
"1014","서울특별시 광진구 중곡동","2**","단독","8m미만","180.21","185.80","202501","21","98,000","개인","개인","1974","용마산로32길","-","직거래","-"
"1015","서울특별시 중구 남산동2가","3*","단독","8m미만","189.48","79.30","202501","21","165,000","개인","개인","1900","퇴계로20나길","20250428","중개거래","서울 중구"
"1016","서울특별시 동대문구 전농동","2**","단독","12m미만","363.56","158.00","202501","21","190,000","법인","법인","1987","서울시립대로16길","-","중개거래","서울 동대문구"
"1017","서울특별시 관악구 신림동","7**","다가구","8m미만","144.51","106.00","202501","20","45,000","개인","개인","1986","난곡로22길","-","중개거래","서울 관악구"
"1018","서울특별시 종로구 삼청동","3*","단독","8m미만","42.98","93.60","202501","20","117,000","법인","개인","1911","북촌로11다길","-","중개거래","서울 송파구"
"1019","서울특별시 강동구 둔촌동","9*","단독","8m미만","333.50","172.00","202501","20","178,100","개인","개인","1994","진황도로61길","-","중개거래","서울 강동구"
"1020","서울특별시 은평구 역촌동","4*","다가구","12m미만","222.01","158.70","202501","20","111,000","법인","법인","1992","연서로9길","-","직거래","-"
"1021","서울특별시 강북구 수유동","5**","다가구","8m미만","262.92","172.00","202501","20","82,745","공공기관","개인","1991","인수봉로79가길","-","직거래","-"
"1022","서울특별시 은평구 역촌동","4*","다가구","12m미만","371.98","143.80","202501","20","141,000","법인","법인","1992","연서로9길","-","직거래","-"
"1023","서울특별시 강서구 방화동","2**","다가구","8m미만","189.48","172.00","202501","20","79,940","개인","개인","1993","초원로14길","-","직거래","-"
"1024","서울특별시 강북구 미아동","7**","단독","8m미만","34.05","66.00","202501","19","39,700","개인","개인","1959","도봉로67다길","-","중개거래","서울 관악구"
"1025","서울특별시 관악구 신림동","7**","단독","8m미만","72.73","99.00","202501","19","30,000","개인","개인","1976","난곡로35다길","20250320","중개거래","서울 강북구"
"1026","서울특별시 용산구 후암동","1**","단독","8m미만","52.07","90.60","202501","18","92,000","개인","개인","1983","두텁바위로1길","-","중개거래","서울 용산구"
"1027","서울특별시 용산구 이태원동","2**","단독","8m미만","190.28","129.00","202501","18","125,000","개인","개인","1999","회나무로13가길","-","중개거래","서울 용산구"
"1028","서울특별시 금천구 시흥동","2**","단독","8m미만","68.89","122.00","202501","18","28,500","개인","개인","1976","탑골로11길","-","중개거래","서울 금천구"
"1029","서울특별시 용산구 보광동","3**","단독","8m미만","154.71","106.00","202501","18","300,000","개인","개인","1988","장문로17길","-","중개거래","서울 용산구"
"1030","서울특별시 금천구 시흥동","2**","단독","8m미만","68.89","122.00","202501","18","29,500","개인","개인","1976","탑골로11길","20250322","중개거래","서울 금천구"
"1031","서울특별시 동대문구 용두동","1**","다가구","12m미만","260.44","167.00","202501","17","155,000","개인","개인","2009","무학로34길","-","중개거래","서울 동대문구"
"1032","서울특별시 동대문구 이문동","8*","다가구","8m미만","144.84","83.00","202501","17","107,137","개인","개인","1993","휘경로11가길","20250321","중개거래","서울 동대문구"
"1033","서울특별시 성북구 하월곡동","4*","단독","8m미만","209.13","152.00","202501","17","127,000","기타","법인","1984","화랑로5길","-","중개거래","서울 성북구"
"1034","서울특별시 용산구 용산동2가","*","단독","8m미만","48.92","33.00","202501","17","51,000","개인","개인","1958","신흥로32길","-","중개거래","서울 용산구"
"1035","서울특별시 은평구 역촌동","3*","단독","8m미만","74.08","182.80","202501","17","39,620","개인","개인","1972","진흥로1가길","-","직거래","-"
"1036","서울특별시 강남구 삼성동","1**","단독","8m미만","246.58","167.30","202501","17","505,000","법인","개인","1989","삼성로107길","-","중개거래","서울 강남구"
"1037","서울특별시 동작구 노량진동","2**","단독","8m미만","43.50","83.00","202501","17","80,000","개인","개인","1967","노량진로8나길","-","직거래","-"
"1038","서울특별시 강북구 미아동","1**","단독","8m미만","70.67","95.90","202501","17","42,000","개인","개인","1970","도봉로38길","-","중개거래","서울 강북구"
"1039","서울특별시 성동구 성수동2가","2**","단독","8m미만","175.14","136.00","202501","17","285,000","개인","개인","1987","동일로","-","중개거래","서울 성동구"
"1040","서울특별시 성동구 성수동2가","3**","단독","8m미만","411.57","147.10","202501","17","746,500","법인","개인","2002","연무장5가길","20250318","중개거래","서울 성동구"
"1041","서울특별시 동대문구 이문동","8*","다가구","8m미만","144.84","83.00","202501","17","107,137","개인","개인","1993","휘경로11가길","-","중개거래","서울 동대문구"
"1042","서울특별시 성북구 정릉동","7**","단독","8m미만","85.90","110.00","202501","16","41,163","개인","개인","1985","솔샘로15가길","-","중개거래","서울 성북구"
"1043","서울특별시 중구 황학동","8**","다가구","8m미만","333.84","148.00","202501","16","156,500","법인","개인","2001","마장로18길","-","중개거래","서울 중구"
"1044","서울특별시 동작구 흑석동","2**","단독","8m미만","56.79","136.00","202501","16","66,000","개인","개인","1985","흑석로3길","-","중개거래","서울 동작구"
"1045","서울특별시 용산구 동빙고동","1**","단독","8m미만","95.11","208.00","202501","16","500,000","개인","개인","1970","서빙고로71길","-","중개거래","서울 용산구"
"1046","서울특별시 동대문구 휘경동","3**","단독","25m미만","676.83","245.00","202501","15","445,000","개인","개인","1972","이문로","-","중개거래","서울 동대문구"
"1047","서울특별시 동대문구 이문동","1**","다가구","25m미만","540.27","159.00","202501","15","176,000","개인","법인","1997","외대역동로","-","중개거래","서울 동대문구"
"1048","서울특별시 영등포구 신길동","1**","다가구","8m미만","123.45","83.00","202501","15","80,000","개인","개인","1992","신길로54길","-","직거래","-"
"1049","서울특별시 동작구 노량진동","2**","다가구","8m미만","349.23","176.00","202501","15","234,520","개인","개인","1993","노량진로10길","-","중개거래","서울 동작구"
"1050","서울특별시 용산구 서빙고동","*","단독","8m미만","178.29","145.00","202501","15","270,000","법인","개인","1997","녹사평대로11가길","-","중개거래","서울 용산구"
"1051","서울특별시 동작구 노량진동","3**","단독","8m미만","116.66","79.00","202501","15","150,000","개인","개인","1970","장승배기로27길","-","중개거래","서울 동작구"
"1052","서울특별시 광진구 중곡동","1**","단독","8m미만","174.24","112.00","202501","15","56,700","개인","개인","1988","긴고랑로37길","-","중개거래","서울 광진구"
"1053","서울특별시 강남구 개포동","1***","단독","12m미만","646.45","230.10","202501","15","385,000","법인","개인","1991","논현로8길","-","중개거래","서울 서초구"
"1054","서울특별시 동대문구 이문동","3**","단독","8m미만","488.10","188.93","202501","15","251,000","개인","개인","2010","이문로21길","-","중개거래","서울 동대문구"
"1055","서울특별시 은평구 수색동","1*","단독","8m미만","26.35","33.00","202501","14","50,000","개인","개인","1968","은평터널로2길","-","중개거래","서울 은평구"
"1056","서울특별시 관악구 신림동","7**","다가구","8m미만","160.54","99.00","202501","14","81,598","공공기관","개인","1992","난곡로39길","-","직거래","-"
"1057","서울특별시 동대문구 이문동","1**","단독","8m미만","55.37","76.00","202501","14","90,000","개인","개인","1970","한천로55가길","-","중개거래","서울 동대문구"
"1058","서울특별시 중랑구 면목동","6**","다가구","8m미만","149.00","79.30","202501","14","36,800","개인","개인","1993","사가정로46길","20250203","중개거래","서울 중랑구"
"1059","서울특별시 은평구 신사동","3**","단독","8m미만","214.50","137.50","202501","14","74,700","개인","개인","1990","증산로17가길","-","중개거래","서울 은평구"
"1060","서울특별시 성북구 돈암동","8*","단독","8m미만","42.84","102.00","202501","13","27,000","개인","개인","1960","동소문로26가길","-","중개거래","서울 성북구"
"1061","서울특별시 용산구 보광동","1**","단독","8m미만","148.50","134.00","202501","13","330,000","개인","개인","1992","보광로5길","-","중개거래","서울 용산구"
"1062","서울특별시 동작구 사당동","1**","다가구","25m미만","246.96","149.00","202501","13","163,452","공공기관","개인","1991","사당로2라길","-","직거래","-"
"1063","서울특별시 서대문구 북아현동","1**","단독","8m미만","26.45","59.20","202501","13","97,180","개인","개인","1941","북아현로4길","-","중개거래","서울 마포구, 서울 서대문구"
"1064","서울특별시 용산구 한남동","7**","단독","8m미만","113.43","89.00","202501","13","273,144","개인","개인","1978","우사단로10라길","-","중개거래","서울 마포구, 서울 용산구"
"1065","서울특별시 성북구 석관동","1**","단독","8m미만","66.87","86.00","202501","13","36,000","개인","개인","1971","돌곶이로22길","-","중개거래","서울 동대문구, 서울 성북구"
"1066","서울특별시 용산구 한남동","7**","단독","8m미만","113.43","89.00","202501","13","295,000","개인","개인","1978","우사단로10라길","20250429","중개거래","서울 마포구, 서울 용산구"
"1067","서울특별시 구로구 구로동","7**","단독","8m미만","157.92","96.00","202501","13","52,000","개인","개인","1985","구로동로21길","-","중개거래","서울 구로구"
"1068","서울특별시 서초구 방배동","9**","다가구","8m미만","361.10","160.30","202501","12","267,000","개인","개인","1997","방배로13길","-","직거래","-"
"1069","서울특별시 성동구 하왕십리동","9**","다가구","8m미만","149.43","77.00","202501","12","80,500","개인","개인","1987","무학봉22길","-","중개거래","서울 성동구"
"1070","서울특별시 강동구 성내동","2**","다가구","8m미만","254.41","116.00","202501","11","105,000","개인","개인","1996","풍성로37길","-","중개거래","서울 강남구, 서울 송파구"
"1071","서울특별시 동작구 노량진동","1**","다가구","8m미만","317.23","178.00","202501","11","143,000","개인","개인","1988","노량진로14나길","-","중개거래","서울 동작구"
"1072","서울특별시 도봉구 방학동","4**","단독","8m미만","68.02","99.00","202501","11","34,000","기타","개인","1985","시루봉로11길","-","중개거래","서울 도봉구"
"1073","서울특별시 강동구 천호동","1**","단독","8m미만","168.84","132.00","202501","10","63,000","개인","개인","1984","성안로31길","-","직거래","-"
"1074","서울특별시 동작구 상도동","3**","단독","8m미만","70.75","159.00","202501","10","120,000","법인","개인","1973","국사봉10길","-","직거래","-"
"1075","서울특별시 중구 신당동","5*","단독","8m미만","29.75","103.00","202501","10","82,470","개인","개인","1948","퇴계로88다길","-","중개거래","경기 가평군"
"1076","서울특별시 영등포구 도림동","1**","단독","12m미만","416.08","175.00","202501","10","220,000","법인","개인","1991","도림로108길","-","중개거래","서울 영등포구"
"1077","서울특별시 동대문구 휘경동","3**","다가구","8m미만","89.30","63.00","202501","10","42,000","개인","법인","1994","서울시립대로29나길","-","중개거래","서울 동대문구"
"1078","서울특별시 성북구 상월곡동","5*","단독","8m미만","309.81","139.00","202501","10","155,000","개인","개인","2019","화랑로15가길","-","중개거래","서울 성북구"
"1079","서울특별시 노원구 상계동","3**","다가구","8m미만","183.90","106.00","202501","10","110,000","개인","개인","1992","노원로","20250210","직거래","-"
"1080","서울특별시 동작구 상도동","4**","다가구","8m미만","381.51","153.70","202501","09","229,000","개인","개인","2017","상도로66길","-","중개거래","서울 관악구"
"1081","서울특별시 송파구 문정동","4*","단독","12m미만","632.70","219.90","202501","09","360,000","개인","개인","1997","송파대로22길","-","중개거래","서울 송파구"
"1082","서울특별시 노원구 공릉동","6**","다가구","8m미만","194.52","119.70","202501","09","95,500","개인","개인","1993","공릉로20길","-","중개거래","서울 노원구"
"1083","서울특별시 성북구 안암동2가","1**","단독","8m미만","142.13","72.70","202501","09","45,000","개인","개인","1995","고려대로","-","중개거래","서울 구로구"
"1084","서울특별시 광진구 자양동","6**","다가구","8m미만","228.43","112.60","202501","09","306,554","기타","개인","1995","구의강변로1길","-","직거래","-"
"1085","서울특별시 성북구 보문동6가","9*","단독","12m미만","33.06","61.80","202501","09","38,000","개인","개인","1980","보문로17길","-","중개거래","서울 성북구"
"1086","서울특별시 성북구 장위동","6*","다가구","8m미만","149.85","99.00","202501","08","54,500","개인","개인","1992","돌곶이로25길","-","중개거래","서울 성북구"
"1087","서울특별시 관악구 봉천동","6**","단독","8m미만","271.99","136.00","202501","08","115,143","공공기관","개인","1997","봉천로23다길","-","직거래","-"
"1088","서울특별시 중구 신당동","3**","단독","12m미만","239.56","86.00","202501","08","133,690","개인","개인","2006","청구로3길","-","중개거래","서울 동대문구, 서울 중구"
"1089","서울특별시 종로구 이화동","2*","단독","8m미만","111.11","65.90","202501","08","75,000","개인","개인","1962","이화장1길","-","중개거래","서울 성북구"
"1090","서울특별시 강동구 성내동","4*","다가구","8m미만","447.38","126.00","202501","08","281,000","법인","개인","2017","올림픽로62길","-","중개거래","서울 강동구"
"1091","서울특별시 동작구 흑석동","2**","단독","8m미만","106.12","156.20","202501","08","178,000","개인","개인","1968","","-","중개거래","서울 동작구"
"1092","서울특별시 성북구 안암동4가","1*","단독","12m미만","307.83","448.30","202501","08","369,000","개인","개인","1980","안암로7길","20250325","중개거래","서울 종로구"
"1093","서울특별시 성북구 안암동4가","1*","단독","8m미만","32.79","90.00","202501","08","56,000","개인","개인","1969","안암로7길","20250325","중개거래","서울 종로구"
"1094","서울특별시 노원구 공릉동","5**","다가구","12m미만","326.19","163.10","202501","07","116,000","개인","개인","2009","동일로182길","-","중개거래","서울 노원구"
"1095","서울특별시 노원구 중계동","2*","단독","8m미만","20.00","193.00","202501","07","21,000","개인","개인","1989","중계로","20250214","중개거래","서울 노원구"
"1096","서울특별시 영등포구 신길동","4**","다가구","8m미만","170.82","114.70","202501","07","56,500","개인","개인","1988","여의대방로47다길","-","중개거래","서울 영등포구"
"1097","서울특별시 노원구 중계동","2*","단독","8m미만","20.00","31.00","202501","07","21,000","개인","개인","1989","중계로","-","중개거래","서울 노원구"
"1098","서울특별시 성동구 마장동","7**","단독","12m미만","408.18","181.30","202501","07","220,000","개인","개인","1985","마장로39나길","-","직거래","-"
"1099","서울특별시 중랑구 망우동","4**","다가구","8m미만","199.92","119.70","202501","07","54,000","개인","개인","1993","용마공원로","-","직거래","-"
"1100","서울특별시 양천구 신정동","1***","단독","12m미만","279.14","123.20","202501","07","147,500","법인","개인","1994","중앙로45길","-","중개거래","서울 양천구"
"1101","서울특별시 관악구 신림동","5**","다가구","8m미만","242.90","165.00","202501","07","74,000","개인","법인","1997","난우10길","-","중개거래","서울 관악구"
"1102","서울특별시 종로구 명륜4가","7*","다가구","8m미만","165.40","89.30","202501","07","95,000","개인","개인","1996","대학로11길","20250313","중개거래","서울 종로구"
"1103","서울특별시 성북구 상월곡동","7*","다가구","8m미만","340.72","175.00","202501","06","105,000","개인","개인","2002","장월로1길","-","중개거래","서울 성북구"
"1104","서울특별시 중구 만리동1가","5*","단독","8m미만","103.08","120.20","202501","06","122,000","개인","개인","1900","만리재로35길","20250131","중개거래","서울 마포구, 서울 영등포구"
"1105","서울특별시 동대문구 답십리동","2**","단독","8m미만","43.70","83.00","202501","06","47,200","개인","개인","1964","전농로3길","-","중개거래","서울 동대문구"
"1106","서울특별시 중구 만리동1가","5*","단독","8m미만","103.08","120.20","202501","06","122,000","개인","개인","1900","만리재로35길","-","중개거래","서울 마포구, 서울 영등포구"
"1107","서울특별시 동대문구 이문동","8*","단독","8m미만","62.81","106.00","202501","06","100,000","개인","개인","1968","휘경로17길","20250203","중개거래","서울 동대문구"
"1108","서울특별시 동대문구 이문동","1**","단독","8m미만","148.80","89.00","202501","06","110,000","개인","개인","1993","외대역동로32길","-","중개거래","서울 동대문구"
"1109","서울특별시 도봉구 창동","5**","다가구","8m미만","198.99","129.00","202501","06","54,000","개인","개인","1993","덕릉로58길","-","중개거래","서울 강북구"
"1110","서울특별시 관악구 남현동","1***","단독","8m미만","226.20","161.60","202501","04","149,000","개인","개인","1987","남현2길","-","중개거래","서울 동작구"
"1111","서울특별시 용산구 보광동","2**","단독","8m미만","267.90","212.00","202501","04","450,000","개인","개인","1990","보광로31길","-","중개거래","서울 용산구"
"1112","서울특별시 성북구 삼선동3가","9*","단독","8m미만","39.27","70.75","202501","04","43,000","개인","개인","1945","보문로29다길","-","중개거래","서울 성북구"
"1113","서울특별시 송파구 풍납동","2**","다가구","8m미만","195.31","122.00","202501","04","95,000","개인","개인","1990","토성로","-","중개거래","서울 송파구"
"1114","서울특별시 동대문구 이문동","2**","다가구","8m미만","203.88","132.00","202501","04","99,000","개인","개인","1990","신이문로4길","-","중개거래","서울 동대문구"
"1115","서울특별시 동대문구 이문동","2**","다가구","8m미만","203.88","132.00","202501","04","99,000","개인","개인","1990","신이문로4길","-","중개거래","서울 동대문구"
"1116","서울특별시 광진구 자양동","6**","다가구","8m미만","95.54","110.10","202501","03","80,000","공공기관","개인","1978","뚝섬로45길","-","직거래","-"
"1117","서울특별시 용산구 보광동","2**","다가구","8m미만","454.57","261.00","202501","03","545,000","개인","개인","1993","보광로23길","-","중개거래","서울 용산구"
"1118","서울특별시 종로구 창신동","6**","단독","8m미만","314.73","156.40","202501","03","146,000","개인","개인","1990","창신4가길","-","중개거래","서울 종로구"
"1119","서울특별시 성동구 성수동2가","4**","단독","8m미만","170.91","168.00","202501","03","254,000","개인","법인","1979","둘레11길","-","중개거래","서울 성동구"
"1120","서울특별시 금천구 시흥동","2**","다가구","8m미만","173.10","140.00","202501","03","66,152","공공기관","개인","1983","금하로23라길","-","직거래","-"
"1121","서울특별시 마포구 대흥동","4**","단독","25m미만","1227.46","339.00","202501","03","610,000","법인","법인","2006","독막로","-","중개거래","서울 강남구"
"1122","서울특별시 구로구 구로동","2*","단독","8m미만","202.10","97.10","202501","03","139,000","개인","개인","1984","공원로6나길","-","중개거래","서울 구로구"
"1123","서울특별시 동작구 노량진동","1**","단독","8m미만","129.75","202.00","202501","02","192,600","개인","개인","1970","장승배기로26길","-","중개거래","서울 동작구"
"1124","서울특별시 동대문구 이문동","8*","단독","8m미만","168.82","109.00","202501","02","60,000","개인","개인","1990","외대역동로16길","-","직거래","-"
"1125","서울특별시 중랑구 면목동","1**","단독","25m미만","306.24","154.00","202501","02","146,000","법인","개인","1984","봉우재로","-","중개거래","서울 중랑구"
"1126","서울특별시 관악구 신림동","1***","다가구","12m미만","369.32","162.40","202501","02","218,000","개인","개인","2004","조원로6길","-","중개거래","서울 금천구"
"1127","서울특별시 금천구 시흥동","9**","다가구","8m미만","229.68","140.40","202501","01","59,500","개인","개인","1995","독산로8가길","-","중개거래","서울 금천구"
"1128","서울특별시 중랑구 면목동","5**","단독","8m미만","82.85","92.00","202412","31","65,000","개인","개인","1978","용마산로45길","-","중개거래","서울 중랑구"
"1129","서울특별시 광진구 중곡동","1**","단독","12m미만","311.46","119.30","202412","31","85,000","개인","개인","1988","긴고랑로7길","-","중개거래","서울 광진구"
"1130","서울특별시 중랑구 상봉동","1**","단독","8m미만","127.82","145.80","202412","31","450,000","개인","개인","1973","면목로96길","20250115","직거래","-"
"1131","서울특별시 중랑구 상봉동","1**","단독","8m미만","127.82","145.80","202412","31","450,000","법인","개인","1973","면목로96길","-","직거래","-"
"1132","서울특별시 은평구 대조동","*","단독","8m미만","21.79","60.00","202412","31","24,800","개인","개인","1963","진흥로13가길","-","중개거래","서울 은평구"
"1133","서울특별시 관악구 신림동","1***","단독","8m미만","248.68","178.60","202412","31","95,500","개인","개인","1988","대학10길","-","중개거래","서울 관악구"
"1134","서울특별시 성동구 성수동1가","1**","다가구","8m미만","149.28","136.00","202412","30","298,000","개인","개인","1992","둘레5길","-","중개거래","서울 강남구, 서울 성동구"
"1135","서울특별시 동대문구 회기동","1**","다가구","8m미만","133.62","73.00","202412","30","51,000","개인","개인","1994","이문로3길","-","중개거래","서울 동대문구"
"1136","서울특별시 용산구 동빙고동","3*","단독","8m미만","161.62","169.00","202412","30","430,000","개인","개인","1975","서빙고로91다길","-","중개거래","서울 용산구"
"1137","서울특별시 종로구 이화동","*","단독","8m미만","490.18","267.80","202412","30","200,000","법인","기타","1986","율곡로19길","-","중개거래","서울 강남구"
"1138","서울특별시 광진구 군자동","1**","단독","8m미만","39.47","50.00","202412","30","17,000","개인","개인","1971","동일로56가길","-","중개거래","서울 광진구"
"1139","서울특별시 성북구 정릉동","6**","단독","8m미만","29.75","126.00","202412","30","30,000","개인","개인","1959","정릉로10가길","-","직거래","-"
